p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
9.74174898840321e-13	0.506679972936742	0.825	0.445	1.65414897823086e-08	3	MCUB
1.19411124072909e-12	0.622680487625935	0.913	0.514	2.027600886758e-08	3	IL7R
1.20128681193312e-10	0.585447718627462	0.816	0.564	2.03978500666244e-06	3	NDFIP1
1.73421060886312e-10	0.544327021897934	0.883	0.703	2.94468961384958e-06	3	GAS5
6.77348288488248e-10	0.504454600552037	0.816	0.527	1.15013739385304e-05	3	GYPC
8.7050421044618e-10	0.516697853388028	0.835	0.562	1.47811614933761e-05	3	SUN2
2.54446727366099e-09	0.557385611401604	0.767	0.497	4.32050543067636e-05	3	ATM
3.28498746188079e-178	3.08321336824898	0.938	0	5.57790871027359e-174	4	IGHM
5.63333744399387e-174	3.35737296069459	0.938	0.003	9.56540697990158e-170	4	MS4A1
5.1264092265154e-157	2.43055525703875	0.875	0.005	8.70464286662314e-153	4	LINC00926
7.37116587006465e-152	2.39808504291979	0.887	0.01	1.25162396473698e-147	4	BANK1
1.51061132628227e-146	2.11840837972097	0.825	0.005	2.56501803202729e-142	4	FCER2
3.80972598387533e-146	3.40890121107487	0.963	0.028	6.46891472062031e-142	4	CD79A
6.95742636984915e-143	2.0451415203176	0.887	0.016	1.18137099760039e-138	4	NIBAN3
2.54903034900292e-116	1.69257760036812	0.838	0.028	4.32825353260695e-112	4	HLA-DQA2
2.04656661891735e-109	1.72255764617871	0.875	0.045	3.47507011892166e-105	4	RALGPS2
2.9380485720534e-99	2.18069292551509	0.925	0.077	4.98880647534667e-95	4	CD79B
3.32504493127944e-96	2.09318950103608	0.975	0.093	5.64592629331248e-92	4	HLA-DQB1
1.23418730906031e-95	1.35441527686475	0.762	0.034	2.0956500507844e-91	4	HLA-DQA1
5.88341259651595e-81	1.51938146548785	0.812	0.072	9.99003458888408e-77	4	AFF3
2.78908412207692e-69	1.89522780186927	0.9	0.142	4.73586483928662e-65	4	HVCN1
3.74829670191116e-68	2.40720498344776	1	0.218	6.36460779984514e-64	4	HLA-DRB5
1.87147529344635e-60	1.57702836881979	0.975	0.193	3.1777650482719e-56	4	HLA-DMA
1.26895993723877e-59	2.92467061628829	1	0.315	2.15469397343144e-55	4	HLA-DRA
2.75969386500097e-59	1.41069422437616	0.787	0.101	4.68596018277165e-55	4	IRF8
1.2007452988778e-56	1.6855271524161	0.938	0.19	2.0388655174945e-52	4	MEF2C
1.70770095193419e-55	1.69651179399385	1	0.267	2.89967621638426e-51	4	HLA-DPB1
2.17392120451636e-55	2.14941637786158	1	0.314	3.69131820526878e-51	4	HLA-DPA1
1.49722576712337e-49	1.28891796253091	0.775	0.13	2.54228935257548e-45	4	BCL11A
6.89567919403403e-48	3.69671421433794	1	0.863	1.17088632714698e-43	4	CD74
1.12792923399621e-41	2.04107125170686	1	0.932	1.91522383932556e-37	4	CD37
1.89018813940801e-39	1.27467581226919	0.9	0.279	3.20953946071481e-35	4	SNX2
4.09724368374369e-37	1.16020711188349	0.9	0.23	6.95711977499678e-33	4	HLA-DRB1
7.00660618529784e-35	1.04371204777965	0.825	0.19	1.18972173026357e-30	4	NAPSB
1.11276742681159e-22	0.915841477509315	0.875	0.411	1.88947909072608e-18	4	PRKCB
3.62529207550651e-22	1.31707695094364	0.912	0.516	6.15574594421005e-18	4	FCMR
1.99322142845536e-18	0.807202998118939	0.988	0.952	3.38448998551721e-14	4	CD52
3.85912851557027e-17	0.918248226128601	0.825	0.419	6.55280021943831e-13	4	EZR
7.17833326586465e-17	0.906947449465234	0.975	0.733	1.21888098854382e-12	4	LTB
1.09885742716967e-16	0.74526455007451	0.988	0.957	1.8658599113341e-12	4	LAPTM5
1.72278183771303e-15	0.88048256678319	0.838	0.531	2.92528356043673e-11	4	SNX3
1.55195565504135e-13	0.754239682197088	0.775	0.417	2.63522070226022e-09	4	POLD4
3.0639522747133e-13	0.638809307642127	1	0.965	5.20259096246318e-09	4	MT-ND4L
3.18564058234086e-13	0.735167310746661	0.825	0.492	5.40921770881477e-09	4	SP100
4.63051355812692e-13	0.529252407296819	1	0.999	7.86261202169951e-09	4	RPL18A
1.58123357291522e-12	0.672897368258768	0.863	0.523	2.68493460681005e-08	4	SEC62
3.46499686739986e-12	0.550408867027647	0.787	0.375	5.88356468084496e-08	4	POU2F2
1.48611220372716e-11	0.747731046897273	0.95	0.726	2.52341852192872e-07	4	SELL
1.67200509946168e-11	0.687957687020429	0.95	0.945	2.83906465888593e-07	4	BTG1
5.38076474849481e-11	0.667779363878769	0.775	0.477	9.13653854294419e-07	4	CD81
5.79337009533131e-11	0.773930536876291	0.787	0.532	9.83714242187256e-07	4	FOXP1
7.64545231194385e-11	0.710834660626852	0.9	0.773	1.29819780256807e-06	4	ZFP36L1
3.94536812564705e-10	0.54871989487973	0.938	0.782	6.69923507734869e-06	4	TAGLN2
6.71032146395889e-10	0.560331827969669	0.975	0.936	1.13941258458022e-05	4	LIMD2
1.25253408223322e-09	0.733996585040915	0.9	0.646	2.126802871632e-05	4	PTPN6
1.86466572993716e-09	0.61690292472186	0.775	0.485	3.16620240943329e-05	4	RCSD1
5.9092339614282e-09	0.614390274938824	0.85	0.622	0.000100338792665051	4	CD53
6.05754169387964e-09	0.542000799714367	0.925	0.707	0.000102857057962076	4	SMAP2
3.29309411420699e-08	0.544404334074973	0.863	0.586	0.000559167380592347	4	GDI2
4.89770836419595e-08	0.616274233054924	0.863	0.681	0.000831630880240472	4	UCP2
6.13494466949659e-150	3.31968001426314	0.968	0.008	1.04171360488052e-145	5	GZMB
1.63364786443024e-141	1.53423402030201	0.774	0.001	2.77393407380255e-137	5	SH2D1B
2.04164763298582e-138	1.83781971305116	0.839	0.005	3.46671768080993e-134	5	KLRF1
1.48693239790289e-125	2.93507586710635	0.871	0.011	2.52481121163911e-121	5	FGFBP2
3.20955189378989e-116	5.80849991683364	0.968	0.023	5.44981911565524e-112	5	GNLY
2.39265578934089e-108	2.26815482444304	0.871	0.017	4.06272953030084e-104	5	FCGR3A
5.07271313601035e-98	2.12824440547714	0.903	0.026	8.61346690494557e-94	5	TBX21
1.90326026994683e-87	3.23314733620936	0.935	0.039	3.23173593836972e-83	5	SPON2
1.26051859556544e-81	1.72358738555601	0.774	0.023	2.14036057527011e-77	5	S1PR5
4.20275333765978e-78	2.69906338418375	0.903	0.043	7.13627516734631e-74	5	CLIC3
1.1860752924443e-72	2.35105099422491	0.935	0.052	2.01395584657043e-68	5	KLRD1
5.69840618962262e-66	3.1938655762918	0.968	0.07	9.6758937099792e-62	5	GZMA
7.26397958214216e-63	1.42015398087978	0.774	0.038	1.23342373304774e-58	5	TTC38
7.89464857454398e-62	3.25900752981873	1	0.086	1.34051132795757e-57	5	CST7
7.80401993720786e-60	2.09946815140542	0.903	0.067	1.32512258533789e-55	5	IL2RB
1.55480760422007e-56	4.5340306332105	1	0.102	2.64006331196568e-52	5	NKG7
7.78333907135959e-47	2.36035593494418	0.903	0.096	1.32161097431686e-42	5	HOPX
1.23904459752878e-45	3.50124921287646	0.968	0.132	2.10389772660386e-41	5	PRF1
4.11377918728198e-44	1.99536297593571	0.935	0.095	6.9851970600048e-40	5	KLRB1
2.66579881849918e-41	2.31693617812435	0.871	0.102	4.52652639381161e-37	5	CX3CR1
4.22083937834263e-35	2.61185592798015	0.871	0.11	7.16698526442578e-31	5	CCL5
8.01561218074089e-34	1.25282317068705	0.774	0.089	1.3610509482898e-29	5	PYHIN1
4.9989714440236e-29	2.78469659858922	1	0.292	8.48825351195207e-25	5	CTSW
4.11523329530925e-28	1.33302756101399	0.871	0.153	6.98766613543512e-24	5	ABI3
2.70334468864067e-27	1.37478300557946	0.806	0.129	4.59027928131186e-23	5	CD300A
5.08310238973138e-25	1.50983328533971	0.806	0.162	8.63110785776388e-21	5	APMAP
4.20837890665085e-22	1.92476101971258	1	0.449	7.14582738349314e-18	5	CD247
3.60483061652483e-19	1.50896493920118	0.935	0.272	6.12100238685916e-15	5	PLEK
3.69773192584634e-19	1.83779843336935	0.968	0.451	6.27874881008708e-15	5	EFHD2
3.72185657511962e-19	1.86603765835904	1	0.675	6.31971246455312e-15	5	IFITM1
2.56973005280309e-18	1.62633174300537	1	0.615	4.36340162965964e-14	5	SRGN
3.66746268935175e-18	1.50960647651541	1	0.998	6.22735164651927e-14	5	PFN1
4.57613129529484e-18	1.16566132090214	1	1	7.77027093941063e-14	5	B2M
6.2065243172927e-18	1.18618862531129	0.968	0.372	1.0538678290763e-13	5	DHRS7
7.52333784094343e-18	1.44264538278643	0.968	0.368	1.27746276539219e-13	5	XBP1
2.09936763793131e-17	1.27565634878278	1	0.791	3.56472624920736e-13	5	TGFB1
1.71724022998149e-16	1.84731170348299	1	0.511	2.91587391050857e-12	5	CD7
5.91544774281718e-16	1.26249600459772	0.871	0.323	1.00444302673036e-11	5	SPN
9.90695676935358e-16	1.50305134673796	1	0.679	1.68220125943624e-11	5	HCST
1.66721533068461e-15	1.39783064036284	0.871	0.318	2.83093163150247e-11	5	GZMM
2.46971767901745e-15	1.49103028010187	1	0.81	4.19358061897163e-11	5	ITGB2
9.66607640788297e-15	1.3879950612392	0.903	0.53	1.64129977405853e-10	5	LITAF
1.30898365105472e-14	1.45172241682425	0.935	0.337	2.22265423949092e-10	5	FCER1G
1.46256347323347e-14	1.33668847439707	1	0.677	2.48343277755043e-10	5	RAP1B
1.60528801217235e-14	1.1204146573948	1	0.989	2.72577904466865e-10	5	CFL1
5.90647118665061e-14	1.17251887133692	1	0.941	1.00291880749327e-09	5	CALM1
6.50896790737986e-14	1.35569655849609	1	0.695	1.1052227506731e-09	5	CLIC1
1.41541480852449e-13	0.940938786807241	0.806	0.255	2.40337434487459e-09	5	ARPC5L
1.9815778844809e-13	1.17412965928778	1	0.944	3.36471924784858e-09	5	MYL12A
2.23918767325503e-13	1.25139372332114	1	0.92	3.80214066918704e-09	5	CYBA
3.86894848488356e-13	1.19390064465775	0.871	0.359	6.56947452733228e-09	5	CTSC
4.81806827371332e-13	1.5110339752643	0.839	0.441	8.18107992876521e-09	5	IFITM2
1.2339478603074e-12	0.981770697288917	0.968	0.732	2.09524346680197e-08	5	UBB
1.47698660948608e-12	1.12705801260182	0.968	0.678	2.50792326290736e-08	5	CD99
1.88780535948843e-12	1.53572392011375	0.871	0.471	3.20549350041135e-08	5	ABHD17A
2.85107051340734e-12	0.877858133824654	0.839	0.292	4.84111773176567e-08	5	MAPRE2
5.43330999781576e-12	1.29839824514549	0.839	0.455	9.22576037629116e-08	5	SLC9A3R1
5.59441753413212e-12	1.12399499353283	0.903	0.405	9.49932097295634e-08	5	ZAP70
7.1407371723919e-12	0.887412440537903	1	0.821	1.21249717187214e-07	5	MYL12B
8.12635571454173e-12	1.30482476257905	0.903	0.505	1.37985520032919e-07	5	ARL4C
8.18325524303964e-12	1.03089295902389	0.839	0.354	1.38951674026813e-07	5	PLAC8
1.01683457184825e-11	0.968299904568019	0.935	0.425	1.72658510299833e-07	5	MBP
1.06595109784896e-11	1.09814419549434	0.935	0.488	1.80998496414754e-07	5	CD81
1.88219933353071e-11	1.0905753903943	0.871	0.386	3.19597446833515e-07	5	IFITM3
2.03467953243262e-11	1.03979267283347	0.968	0.694	3.45488584607059e-07	5	CCND3
2.3360037872802e-11	0.998396843410164	0.774	0.267	3.96653443080177e-07	5	ID2
5.74326122548976e-11	1.08731060311168	0.968	0.86	9.75205756088161e-07	5	RAC2
8.1638204080701e-11	1.16131552188343	0.871	0.474	1.3862167052903e-06	5	PLAAT4
1.18570904167504e-10	0.866660727539897	1	0.917	2.01333395276422e-06	5	ARPC2
1.21664297740461e-10	0.864006988633485	0.871	0.355	2.06585977563303e-06	5	SKAP1
3.3202941175198e-10	0.985648251848259	0.968	0.606	5.63785941154861e-06	5	ANXA6
3.33132659129849e-10	0.723047811109137	1	0.99	5.65659255202483e-06	5	HLA-B
3.4569615969534e-10	0.758803625470047	0.806	0.325	5.86992079162687e-06	5	CDK2AP2
9.91138346245703e-10	1.04896215708588	1	0.36	1.6829529119252e-05	5	TYROBP
9.98793083691448e-10	0.926454323945574	0.903	0.471	1.69595065610808e-05	5	ADGRE5
1.09283829314599e-09	0.576209098200278	1	1	1.85563942176189e-05	5	TMSB4X
1.47241060644006e-09	0.827067884931932	1	0.956	2.50015320973523e-05	5	HLA-C
1.69011374525727e-09	0.849462375260305	0.968	0.852	2.86981313944684e-05	5	PSME1
1.88731782095859e-09	0.763635049590038	1	1	3.20466565998768e-05	5	ACTB
3.93934950957216e-09	0.959100843187772	0.871	0.476	6.68901546725353e-05	5	FAM49B
1.09151291848307e-08	1.08739858963594	0.903	0.754	0.000185338893558426	5	PPIB
1.09782933906952e-08	0.791738372721034	0.968	0.631	0.000186411421774004	5	CD53
1.13885434209558e-08	1.07238926109702	0.839	0.581	0.000193377467287829	5	PDIA3
1.39238183765267e-08	1.1092323170582	0.903	0.717	0.000236426436033424	5	JAK1
1.56215921089549e-08	0.801756680656699	1	0.976	0.000265254634010054	5	HLA-E
1.80523927871226e-08	0.857365368146914	0.903	0.664	0.000306529629525342	5	PPP1CA
2.107448512993e-08	0.905499117551949	0.839	0.511	0.000357844757506212	5	DBI
2.23124867290199e-08	0.828877835949036	0.903	0.558	0.000378866024658757	5	PSME2
3.3162289740362e-08	0.6952392513667	0.839	0.42	0.000563095679791346	5	BSG
4.64655054500888e-08	0.867024969737313	0.871	0.513	0.000788984282542508	5	FYN
4.77616819060262e-08	1.0076034469251	0.806	0.395	0.000810993358764325	5	DENND2D
5.39315126078604e-08	0.84574213483401	0.903	0.53	0.000915757084081469	5	PPP1R18
7.1812363641858e-08	0.659579246567205	0.839	0.399	0.00121937393463875	5	TBCB
9.31427723022674e-08	0.736621244635288	1	0.992	0.0015815642736925	5	ACTG1
2.07011069161308e-07	0.848217219530885	0.935	0.597	0.00351504795435901	5	LY6E
2.19563300947707e-07	0.802650709960199	0.839	0.498	0.00372818485009207	5	PRDX5
3.55950623883893e-07	0.626325445185884	0.806	0.31	0.00604404159354851	5	FGR
3.81312488165174e-07	0.891994853202201	0.839	0.57	0.00647468604904465	5	RNF213
4.92253912022023e-07	0.787619466264939	0.871	0.637	0.00835847142613395	5	SEPTIN7
1.00333814043821e-06	0.804769983262171	0.935	0.701	0.0170366816246408	5	EVL
1.02465047715966e-06	0.609486299881831	0.839	0.525	0.017398565102171	5	SRSF9
1.07406474055137e-06	0.924761019712582	0.774	0.436	0.0182376192945623	5	SYTL1
1.11086921853375e-06	0.530502940701907	1	0.995	0.0188625593307031	5	ARHGDIB
1.15898955266381e-06	0.801954260494157	0.903	0.591	0.0196796426042314	5	FLNA
1.59679436347879e-06	0.792844389932835	0.903	0.58	0.0271135682918699	5	ANXA1
1.89938559505663e-06	0.691530270800506	0.774	0.386	0.0322515674040616	5	RBBP4
2.34129092600095e-06	0.629686908267961	1	0.982	0.0397551199234961	5	CORO1A
2.72954902037646e-06	0.655849463649964	1	0.973	0.0463477423659924	5	SH3BGRL3
2.81158236517172e-06	0.685318089921173	0.903	0.654	0.0477406685606158	5	HSP90B1
